-492.5;-492.5;-492.5;5.54914e-22
-477.5;-492.5;-492.5;5.54914e-22
-417.5;-492.5;-492.5;5.54911e-22
-402.5;-492.5;-492.5;5.54909e-22
-327.5;-492.5;-492.5;5.549e-22
-267.5;-492.5;-492.5;5.5489e-22
-252.5;-492.5;-492.5;5.54887e-22
-207.5;-492.5;-492.5;5.54879e-22
-102.5;-492.5;-492.5;5.54864e-22
-72.5;-492.5;-492.5;5.54861e-22
-57.5;-492.5;-492.5;5.5486e-22
-27.5;-492.5;-492.5;5.54859e-22
-12.5;-492.5;-492.5;5.54859e-22
2.5;-492.5;-492.5;5.54859e-22
32.5;-492.5;-492.5;5.5486e-22
77.5;-492.5;-492.5;5.54864e-22
122.5;-492.5;-492.5;5.54869e-22
152.5;-492.5;-492.5;5.54874e-22
182.5;-492.5;-492.5;5.54879e-22
197.5;-492.5;-492.5;5.54882e-22
242.5;-492.5;-492.5;5.5489e-22
317.5;-492.5;-492.5;5.54904e-22
437.5;-492.5;-492.5;5.5492e-22
452.5;-492.5;-492.5;5.54921e-22
467.5;-492.5;-492.5;5.54922e-22
-462.5;-477.5;-492.5;5.54913e-22
-342.5;-477.5;-492.5;5.54902e-22
-237.5;-477.5;-492.5;5.54884e-22
-207.5;-477.5;-492.5;5.54879e-22
-177.5;-477.5;-492.5;5.54874e-22
-162.5;-477.5;-492.5;5.54871e-22
-102.5;-477.5;-492.5;5.54864e-22
-57.5;-477.5;-492.5;5.5486e-22
-27.5;-477.5;-492.5;5.54859e-22
17.5;-477.5;-492.5;5.54859e-22
77.5;-477.5;-492.5;5.54863e-22
107.5;-477.5;-492.5;5.54866e-22
122.5;-477.5;-492.5;5.54869e-22
137.5;-477.5;-492.5;5.54871e-22
197.5;-477.5;-492.5;5.54881e-22
257.5;-477.5;-492.5;5.54893e-22
347.5;-477.5;-492.5;5.54909e-22
362.5;-477.5;-492.5;5.54911e-22
377.5;-477.5;-492.5;5.54913e-22
452.5;-477.5;-492.5;5.54921e-22
467.5;-477.5;-492.5;5.54921e-22
-492.5;-462.5;-492.5;5.54914e-22
-462.5;-462.5;-492.5;5.54913e-22
-387.5;-462.5;-492.5;5.54907e-22
-327.5;-462.5;-492.5;5.54899e-22
-312.5;-462.5;-492.5;5.54896e-22
-297.5;-462.5;-492.5;5.54894e-22
-282.5;-462.5;-492.5;5.54891e-22
